key,ar,de,en,es,fr,it,ja,nl,pl,pt
telegram_deeplink_format,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true,https://t.me/%1$s?startgroup=true
telegram_get_chat_member_endpoint,/getChatMember,/getChatMember,/getChatMember,/getChatMember,/getChatMember,/getChatMember,/getChatMember,/getChatMember,/getChatMember,/getChatMember
telegram_get_me_endpoint,/getMe,/getMe,/getMe,/getMe,/getMe,/getMe,/getMe,/getMe,/getMe,/getMe
telegram_get_updates_endpoint,/getUpdates,/getUpdates,/getUpdates,/getUpdates,/getUpdates,/getUpdates,/getUpdates,/getUpdates,/getUpdates,/getUpdates
telegram_group_instructions,لاختيار مجموعة، أرسل /start إلى @AIR3SendPositionBot في المجموعة المطلوبة، ثم اخترها أدناه.,"Um eine Gruppe auszuwählen, senden Sie /start an @AIR3SendPositionBot in der gewünschten Gruppe und wählen Sie sie anschließend unten aus.","To select a group, send /start to @AIR3SendPositionBot in the desired group, then select it below.","Para seleccionar un grupo, envía /start a @AIR3SendPositionBot en el grupo deseado, luego selecciona abajo.","Pour sélectionner un groupe, envoyez /start à @AIR3SendPositionBot dans le groupe souhaité, puis sélectionnez-le ci-dessous.","Per selezionare un gruppo, invia /start a @AIR3SendPositionBot nel gruppo desiderato, poi selezionalo qui sotto.",グループを選択するには、希望するグループで@AIR3SendPositionBotに/startを送信し、以下から選択してください。,"Om een groep te selecteren, stuur /start naar @AIR3SendPositionBot in de gewenste groep, selecteer deze vervolgens hieronder.","Aby wybrać grupę, wyślij /start do @AIR3SendPositionBot w żądanej grupie, a następnie wybierz ją poniżej.","Para selecionar um grupo, envie /start para @AIR3SendPositionBot no grupo desejado, depois selecione-o abaixo."
telegram_group_label,مجموعة تيليجرام,Telegram-Gruppe,Telegram Group,Grupo de Telegram,Groupe Telegram,Gruppo Telegram,Telegramグループ,Telegram Groep,Grupa Telegram,Grupo do Telegram
telegram_group_title,مجموعة تيليجرام,Telegram-Gruppe,Telegram Group,Grupo de Telegram,Groupe Telegram,Gruppo Telegram,Telegramグループ,Telegram Groep,Grupa Telegram,Grupo do Telegram
telegram_group_type,مجموعة,Gruppe,group,grupo,groupe,gruppo,グループ,groep,grupa,grupo
telegram_maps_link_format,"https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f","https://maps.google.com/?q=%1$f,%2$f"
telegram_member_status,عضو,Mitglied,member,miembro,membre,membro,メンバー,lid,członek,membro
telegram_message_from_pilot,رسالة من %1$s: %2$s,Nachricht von %1$s: %2$s,Message from %1$s: %2$s,Mensaje de %1$s: %2$s,Message de %1$s : %2$s,Messaggio da %1$s: %2$s,%1$sからのメッセージ: %2$s,Bericht van %1$s: %2$s,Wiadomość od %1$s: %2$s,Mensagem de %1$s: %2$s
telegram_not_installed_message,يجب تثبيت تطبيق تيليجرام على جهازك لإعداد مهام تيليجرام. يرجى تثبيت تيليجرام من متجر Google Play أو استخدام ملف APK، ثم حاول مرة أخرى.,"Um Telegram-Aufgaben einzurichten, muss auf Ihrem Gerät eine Telegram-App installiert sein. Bitte installieren Sie Telegram aus dem Google Play Store oder verwenden Sie eine APK-Datei und versuchen Sie es anschließend erneut.","A Telegram app must be installed on your device to set up Telegram tasks. Please install Telegram from Google Play Store or use an APK file, then try again.","Se debe instalar una aplicación Telegram en tu dispositivo para configurar las tareas de Telegram. Por favor, instala Telegram desde Google Play Store o usa un archivo APK, luego inténtalo de nuevo.","Une application Telegram doit être installée sur votre appareil pour configurer les tâches Telegram. Veuillez installer Telegram depuis le Google Play Store ou utiliser un fichier APK, puis réessayez.","Un'app Telegram deve essere installata sul tuo dispositivo per configurare i compiti Telegram. Per favore installa Telegram da Google Play Store o usa un file APK, poi riprova.",Telegramタスクを設定するには、デバイスにTelegramアプリをインストールする必要があります。Google PlayストアからTelegramをインストールするか、APKファイルを使用して再度お試しください。,Er moet een Telegram-app op uw apparaat geïnstalleerd zijn om Telegram-taken in te stellen. Installeer Telegram vanuit de Google Play Store of gebruik een APK-bestand en probeer het opnieuw.,"Aby skonfigurować zadania Telegram, na swoim urządzeniu musi być zainstalowana aplikacja Telegram. Proszę zainstalować Telegram z Google Play Store lub użyć pliku APK, a następnie spróbować ponownie.","Um aplicativo Telegram deve ser instalado em seu dispositivo para configurar tarefas do Telegram. Por favor, instale o Telegram da Google Play Store ou use um arquivo APK, depois tente novamente."
telegram_not_installed_title,مطلوب تيليجرام,Telegram benötigt,Telegram Required,Telegram Requerido,Telegram Requis,Telegram Richiesto,Telegramが必要です,Telegram Vereist,Wymagany Telegram,Telegram Necessário
telegram_package_name,org.telegram.messenger,org.telegram.messenger,org.telegram.messenger,org.telegram.messenger,org.telegram.messenger,org.telegram.messenger,org.telegram.messenger,org.telegram.messenger,org.telegram.messenger,org.telegram.messenger
telegram_position_event,الموقع (%1$s): %2$s,Position (%1$s): %2$s,Position (%1$s): %2$s,Posición (%1$s): %2$s,Position (%1$s) : %2$s,Posizione (%1$s): %2$s,位置情報（%1$s）: %2$s,Positie (%1$s): %2$s,Pozycja (%1$s): %2$s,Posição (%1$s): %2$s
telegram_position_from_pilot,الموقع من %s,Position von %s,Position from %s,Posición de %s,Position de %s,Posizione da %s,%sからの位置情報,Positie van %s,Pozycja od %s,Posição de %s
telegram_position_from_pilot_event,الموقع من %1$s (%2$s): %3$s,Position von %1$s (%2$s): %3$s,Position from %1$s (%2$s): %3$s,Posición de %1$s (%2$s): %3$s,Position de %1$s (%2$s) : %3$s,Posizione da %1$s (%2$s): %3$s,%1$s（%2$s）からの位置情報: %3$s,Positie van %1$s (%2$s): %3$s,Pozycja od %1$s (%2$s): %3$s,Posição de %1$s (%2$s): %3$s
telegram_position_only,الموقع: %s,Position: %s,Position: %s,Posición: %s,Position : %s,Posizione: %s,位置情報: %s,Positie: %s,Pozycja: %s,Posição: %s
telegram_send_location_endpoint,/sendLocation,/sendLocation,/sendLocation,/sendLocation,/sendLocation,/sendLocation,/sendLocation,/sendLocation,/sendLocation,/sendLocation
telegram_send_message_endpoint,/sendMessage,/sendMessage,/sendMessage,/sendMessage,/sendMessage,/sendMessage,/sendMessage,/sendMessage,/sendMessage,/sendMessage
telegram_start_command,/start,/start,/start,/start,/start,/start,/start,/start,/start,/start
telegram_supergroup_type,مجموعة فائقة,Supergruppe,supergroup,supergrupo,supergroupe,supergruppo,スーパーグループ,supergroep,supergrupa,supergrupo
telegram_test_message,رسالة اختبار,Testnachricht,Test message,Mensaje de prueba,Message de test,Messaggio di prova,テストメッセージ,Testbericht,Wiadomość testowa,Mensagem de teste
telegram_validated,معرف المستخدم - تيليجرام مصدّق,Benutzer-ID – Telegram validiert,User ID - Telegram validated,ID de Usuario - Telegram validado,ID Utilisateur - Telegram validé,ID Utente - Telegram validato,ユーザーID - Telegramで検証済み,Gebruikers-ID - Telegram geverifieerd,ID użytkownika - Telegram uwierzytelniony,ID do Usuário - Telegram validado
telegram_validated_with_id,%s - تيليجرام مصدّق,%s – Telegram validiert,%s - Telegram validated,%s - Telegram validado,%s - Telegram validé,%s - Telegram validato,%s - Telegramで検証済み,%s - Telegram geverifieerd,%s - Telegram uwierzytelniony,%s - Telegram validado
telegram_validation,تحقق تيليجرام,Telegram-Validierung,Telegram Validation,Validación de Telegram,Validation Telegram,Validazione Telegram,Telegram検証,Telegram-validatie,Walidacja Telegram,Validação do Telegram
telegram_validation_initial_message,انقر أدناه لفتح تيليجرام وإرسال /start إلى %s للمصادقة.,"Klicken Sie unten, um Telegram zu öffnen und senden Sie zur Authentifizierung /start an %s.",Click below to open Telegram and send /start to %s to authenticate.,Haz clic a continuación para abrir Telegram y enviar /start a %s para autenticarte.,Cliquez ci-dessous pour ouvrir Telegram et envoyer /start à %s pour vous authentifier.,Clicca qui sotto per aprire Telegram e inviare /start a %s per autenticarti.,%sに認証するためにTelegramを開き、/startを送信するために下をクリックしてください。,Klik hieronder om Telegram te openen en /start te sturen naar %s om te verifiëren.,"Kliknij poniżej, aby otworzyć Telegram i wysłać /start do %s w celu uwierzytelnienia.",Clique abaixo para abrir o Telegram e enviar /start para %s para autenticar.
telegram_validation_message,الرجاء إرسال الأمر /start إلى البوت %s في دردشة تيليجرام خاصة للتحقق من معرف المستخدم الخاص بك.,"Bitte senden Sie den Befehl /start"" an den Bot %s in einem privaten Telegram-Chat, um Ihre Benutzer-ID zu bestätigen.","Please send the command /start"" to the bot %s in a private Telegram chat to validate your user ID.","Por favor, envía el comando /start al bot %s en un chat privado de Telegram para validar tu ID de usuario.",Veuillez envoyer la commande /start au bot %s dans une discussion Telegram privée pour valider votre ID utilisateur.,Per favore invia il comando /start al bot %s in una chat privata Telegram per validare il tuo ID utente.,ユーザーIDを検証するために、プライベートTelegramチャットでボット%sに/startコマンドを送信してください。,Stuur het commando /start naar de bot %s in een privé Telegram-chat om uw gebruikers-ID te verifiëren.,"Proszę wysłać polecenie /start do bota %s w prywatnym czacie Telegram, aby zweryfikować swoje ID użytkownika.","Por favor, envie o comando /start para o bot %s em um chat privado do Telegram para validar seu ID de usuário."
telegram_validation_title,تحقق تيليجرام,Telegram-Validierung,Telegram Validation,Validación de Telegram,Validation Telegram,Validazione Telegram,Telegram検証,Telegram-validatie,Walidacja Telegram,Validação do Telegram
the_bot_is_in_the_chat_but_needs_to_be_activated,البوت موجود في الدردشة لكنه يحتاج إلى التفعيل.,"Der Bot ist im Chat, muss aber aktiviert werden.",The bot is in the chat but needs to be activated.,El bot está en el chat pero necesita ser activado.,Le bot est dans la discussion mais doit être activé.,Il bot è nella chat ma deve essere attivato.,ボットはチャット内にありますが、有効化する必要があります。,De bot is in de chat maar moet worden geactiveerd.,"Bot jest w czacie, ale musi zostać aktywowany.","O bot está no chat, mas precisa ser ativado."
the_bot_is_in_the_group_but_needs_to_be_activated,البوت موجود في المجموعة لكنه يحتاج إلى التفعيل.,"Der Bot ist in der Gruppe, muss aber aktiviert werden.",The bot is in the group but needs to be activated.,El bot está en el grupo pero necesita ser activado.,Le bot est dans le groupe mais doit être activé.,Il bot è nel gruppo ma deve essere attivato.,ボットはグループ内にありますが、有効化する必要があります。,De bot is in de groep maar moet worden geactiveerd.,"Bot jest w grupie, ale musi zostać aktywowany.","O bot está no grupo, mas precisa ser ativado."
the_bot_needs_to_be_added_to_group,يجب إضافة البوت إلى المجموعة لإرسال الرسائل.,"Der Bot muss der Gruppe hinzugefügt werden, um Nachrichten senden zu können.",The bot needs to be added to the group to send messages.,El bot necesita ser añadido al grupo para enviar mensajes.,Le bot doit être ajouté au groupe pour envoyer des messages.,Il bot deve essere aggiunto al gruppo per inviare messaggi.,メッセージを送信するために、ボットをグループに追加する必要があります。,De bot moet aan de groep worden toegevoegd om berichten te kunnen sturen.,"Bot musi zostać dodany do grupy, aby móc wysyłać wiadomości.",O bot precisa ser adicionado ao grupo para enviar mensagens.
the_bot_needs_to_be_added_to_this_chat,يجب إضافة البوت إلى هذه الدردشة.,Der Bot muss diesem Chat hinzugefügt werden.,The bot needs to be added to this chat.,El bot necesita ser añadido a este chat.,Le bot doit être ajouté à cette discussion.,Il bot deve essere aggiunto a questa chat.,ボットをこのチャットに追加する必要があります。,De bot moet aan deze chat worden toegevoegd.,Bot musi zostać dodany do tego czatu.,O bot precisa ser adicionado a este chat.
the_bot_needs_to_be_added_to_this_group,يجب إضافة البوت إلى هذه المجموعة.,Der Bot muss dieser Gruppe hinzugefügt werden.,The bot needs to be added to this group.,El bot necesita ser añadido a este grupo.,Le bot doit être ajouté à ce groupe.,Il bot deve essere aggiunto a questo gruppo.,ボットをこのグループに追加する必要があります。,De bot moet aan deze groep worden toegevoegd.,Bot musi zostać dodany do tej grupy.,O bot precisa ser adicionado a este grupo.
title_about,حول,Info,About,Acerca de,À propos,Informazioni,について,Over,O programie,Sobre
title_add_event,إضافة حدث جديد,Neues Event hinzufügen,Add New Event,Añadir Nuevo Evento,Ajouter un Nouvel Événement,Aggiungi Nuovo Evento,新しいイベントを追加,Voeg Nieuw Evenement Toe,Dodaj nowe wydarzenie,Adicionar Novo Evento
title_main,AIR³ XCT Addon,AIR3 XCT Add-on,AIR3 XCT Addon,AIR3 XCT Addon,AIR3 XCT Addon,AIR3 XCT Addon,AIR3 XCTアドオン,AIR3 XCT Addon,AIR3 XCT Addon,AIR3 XCT Addon
title_settings,الإعدادات,Einstellungen,Settings,Configuración,Paramètres,Impostazioni,設定,Instellingen,Ustawienia,Configurações
to_get_started,للبدء:,So starten Sie:,To get started:,Para empezar:,Pour commencer :,Per iniziare:,始めるには:,Aan de slag:,Aby rozpocząć:,Para começar:
toast_location_permission_required,مطلوب إذن الموقع لموقع تيليجرام,Standortberechtigung für Telegram-Position erforderlich,Location permission required for Telegram position,Se requiere permiso de ubicación para la posición de Telegram,Permission de localisation requise pour la position Telegram,Permesso posizione richiesto per la posizione Telegram,Telegramの位置情報には位置情報の許可が必要です,Locatiepermissie vereist voor Telegram-positie,Wymagane jest zezwolenie na lokalizację dla pozycji Telegram,Permissão de localização necessária para a posição do Telegram
unknown_group,مجموعة غير معروفة,Unbekannte Gruppe,Unknown Group,Grupo Desconocido,Groupe Inconnu,Gruppo Sconosciuto,不明なグループ,Onbekende Groep,Nieznana grupa,Grupo Desconhecido
unknown_user,مستخدم غير معروف,Unbekannter Benutzer,Unknown User,Usuario Desconocido,Utilisateur Inconnu,Utente Sconosciuto,不明なユーザー,Onbekende Gebruiker,Nieznany użytkownik,Usuário Desconhecido
user_id_not_found,لم يتم العثور على معرف المستخدم,Benutzer-ID nicht gefunden,User ID not found,ID de Usuario no encontrado,ID Utilisateur non trouvé,ID Utente non trovato,ユーザーIDが見つかりません,Gebruikers-ID niet gevonden,Nie znaleziono ID użytkownika,ID do Usuário não encontrado
user_id_not_found_prompt,الرجاء إرسال /start إلى البوت في دردشة خاصة للمصادقة.,"Bitte senden Sie /start an den Bot in einem privaten Chat, um sich zu authentifizieren.",Please send /start to the bot in a private chat to authenticate.,"Por favor, envía /start al bot en un chat privado para autenticarte.",Veuillez envoyer /start au bot dans une discussion privée pour vous authentifier.,Per favore invia /start al bot in una chat privata per autenticarti.,認証するために、プライベートチャットでボットに/startを送信してください。,Stuur /start naar de bot in een privéchat om te verifiëren.,"Proszę wysłać /start do bota w prywatnym czacie, aby się uwierzytelnić.","Por favor, envie /start para o bot em um chat privado para autenticar."
user_id_prompt_instructions,انقر أدناه لفتح البوت في تيليجرام وإرسال /start. ثم عد هنا وانعش.,"Klicken Sie unten, um den Bot in Telegram zu öffnen und /start zu senden. Senden Sie anschließend hier zurück und aktualisieren Sie die Seite.",Click below to open the bot in Telegram and send /start. Then send return here and refresh.,Haz clic a continuación para abrir el bot en Telegram y enviar /start. Luego vuelve aquí y actualiza.,Cliquez ci-dessous pour ouvrir le bot dans Telegram et envoyer /start. Puis revenez ici et actualisez.,Clicca qui sotto per aprire il bot in Telegram e inviare /start. Poi torna qui e aggiorna.,認証するために、下をクリックしてTelegramでボットを開き、/startを送信してください。その後、ここに戻って更新してください。,Klik hieronder om de bot in Telegram te openen en /start te sturen. Kom dan hier terug en vernieuw.,"Kliknij poniżej, aby otworzyć bota w Telegramie i wysłać /start. Następnie wróć tutaj i odśwież.",Clique abaixo para abrir o bot no Telegram e enviar /start. Depois volte aqui e atualize.
user_id_prompt_message,لاستخدام هذه الميزة، تحتاج إلى إرسال /start إلى البوت في دردشة خاصة.,"Um diese Funktion zu nutzen, müssen Sie /start an den Bot in einem privaten Chat senden.","To use this feature, you need to send /start to the bot in a private chat.","Para usar esta característica, necesitas enviar /start al bot en un chat privado.","Pour utiliser cette fonctionnalité, vous devez envoyer /start au bot dans une discussion privée.","Per utilizzare questa funzionalità, devi inviare /start al bot in una chat privata.",この機能を使用するには、プライベートチャットでボットに/startを送信する必要があります。,"Om deze functie te gebruiken, moet u /start naar de bot in een privéchat sturen.","Aby użyć tej funkcji, należy wysłać /start do bota w prywatnym czacie.","Para usar este recurso, você precisa enviar /start para o bot em um chat privado."
user_id_prompt_title,مطلوب مصادقة المستخدم,Benutzerauthentifizierung erforderlich,User Authentication Required,Autenticación de Usuario Requerida,Authentification Utilisateur Requise,Autenticazione Utente Richiesta,ユーザー認証が必要です,Gebruikersverificatie Vereist,Wymagane uwierzytelnienie użytkownika,Autenticação de Usuário Necessária
user_must_be_in_group,يجب أن تكون عضوًا في المجموعة لإرسال تحديثات الموقع.,"Sie müssen Mitglied der Gruppe sein, um Positionsaktualisierungen zu senden.",You must be a member of the group to send position updates.,Debes ser un miembro del grupo para enviar actualizaciones de posición.,Vous devez être un membre du groupe pour envoyer des mises à jour de position.,Devi essere un membro del gruppo per inviare aggiornamenti di posizione.,位置情報の更新を送信するには、このグループのメンバーである必要があります。,U moet lid zijn van de groep om positie-updates te kunnen verzenden.,"Musisz być członkiem grupy, aby wysyłać aktualizacje pozycji.",Você deve ser um membro do grupo para enviar atualizações de posição.
user_not_in_group,أنت لست عضوًا في هذه المجموعة,Sie sind kein Mitglied dieser Gruppe.,You are not a member of this group,No eres un miembro de este grupo,Vous n'êtes pas un membre de ce groupe,Non sei un membro di questo gruppo,あなたはこのグループのメンバーではありません,U bent geen lid van deze groep,Nie jesteś członkiem tej grupy,Você não é um membro deste grupo
volume_label,مستوى الصوت:,Lautstärke:,Volume:,Volumen:,Volume :,Volume:,ボリューム:,Volume:,Głośność:,Volume:
volume_max,أقصى,MAXIMAL,MAXIMUM,MÁXIMO,MAXIMUM,MASSIMO,最大,MAXIMUM,MAKSYMUM,MÁXIMO
volume_percentage,النسبة المئوية,Prozentsatz,Percentage,Porcentaje,Pourcentage,Percentuale,パーセンテージ,Percentage,Procent,Porcentagem
volume_system,النظام,SYSTEM,SYSTEM,SISTEMA,SYSTÈME,SISTEMA,システム,SYSTEEM,SYSTEM,SISTEMA
waiting_for_validation,في انتظار إرسال الأمر /start من قبلك...,Warten auf Ihr Senden von /start Befehl...,Waiting for you to send /start command...,Esperando a que envíes el comando /start...,En attente que vous envoyiez la commande /start...,In attesa che tu invii il comando /start...,/startコマンドを送信するのを待っています...,Wachten tot u het /start commando verzendt...,Oczekiwanie na wysłanie polecenia /start przez Ciebie...,Aguardando você enviar o comando /start...
zello_not_installed,الرجاء تثبيت Zello لاستخدام مهمة PTT,"Bitte installieren Sie Zello, um die PTT-Aufgabe zu verwenden",Please install Zello to use PTT task,"Por favor, instala Zello para usar la tarea PTT",Veuillez installer Zello pour utiliser la tâche PTT,Per favore installa Zello per utilizzare il compito PTT,PTTタスクを使用するにはZelloをインストールしてください,Installeer Zello om de PTT-taak te gebruiken,"Proszę zainstalować Zello, aby używać zadania PTT","Por favor, instale o Zello para usar a tarefa PTT"
